City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,williams lake,52.1415,-122.1445,3.76,69,40,5.66,CA,1675539442
283,chake chake,-5.2459,39.7666,26.03,80,100,3.96,TZ,1675539515
284,lac du bonnet,50.2536,-96.0612,-9.33,87,100,2.04,CA,1675539515
285,beyneu,45.3167,55.2,0.35,98,100,4.67,KZ,1675539515
286,belmonte,-15.8631,-38.8828,28.13,73,3,5.07,BR,1675539516
287,matay,28.419,30.7792,13.06,39,100,2.55,EG,1675539516
288,la paz,-16.5,-68.15,9.99,87,75,3.6,BO,1675539403
289,puro,12.4841,123.3827,24.72,88,71,5.2,PH,1675539516
290,calvinia,-31.4707,19.776,21.24,44,0,3.06,ZA,1675539165
291,clarence town,-32.5833,151.7833,19.36,50,0,1.27,AU,1675539517
292,wuwei,37.9281,102.6414,-1.92,41,0,0.5,CN,1675539517
293,antalaha,-14.9003,50.2788,24.49,88,10,2.94,MG,1675539489
294,north platte,41.1239,-100.7654,6.73,62,0,9.26,US,1675539364
295,vostok,46.4856,135.8833,-21.3,98,100,2.25,RU,1675539398
296,aswan,24.0934,32.907,16.61,25,0,4.12,EG,1675539517
297,mundo nuevo,18.7,-95.5,20.66,74,100,7.86,MX,1675539445
298,vila velha,-20.3297,-40.2925,31.97,73,0,6.17,BR,1675539383
299,spasskoye,44.6108,132.7969,-14.62,87,95,2.67,RU,1675539518
300,calama,-22.4667,-68.9333,24.27,31,20,10.8,CL,1675539518
301,nizhniy odes,63.6445,54.856,-21.79,100,100,1.0,RU,1675539337
302,kalnibolotskaya,46.0058,40.4568,-1.29,87,92,1.75,RU,1675539518
303,tutoia,-2.7619,-42.2744,27.36,80,46,6.31,BR,1675539519
304,wyndham,37.6985,-77.6125,2.75,31,0,4.92,US,1675539519
305,inuvik,68.3499,-133.7218,-33.52,71,20,2.06,CA,1675539519
306,hihya,30.6713,31.588,9.41,75,7,2.16,EG,1675539520
307,awjilah,29.1081,21.2869,13.29,50,100,2.88,LY,1675539520
308,rocha,-34.4833,-54.3333,21.03,81,52,8.63,UY,1675539327
309,aklavik,68.2191,-135.0107,-40.0,67,20,1.03,CA,1675539520
310,san antonio,29.4241,-98.4936,16.88,64,0,5.14,US,1675539169
311,joaquim nabuco,-8.6244,-35.5333,27.77,64,67,4.92,BR,1675539521
312,vinkovci,45.2883,18.8047,1.25,55,0,9.26,HR,1675539521
313,padang,-0.9492,100.3543,24.82,85,100,1.48,ID,1675539521
314,palmer,42.1584,-72.3287,-9.71,23,75,4.12,US,1675539451
315,bonavista,48.6499,-53.1147,-12.74,78,87,16.4,CA,1675539522
316,fairbanks,64.8378,-147.7164,-12.02,79,100,1.54,US,1675539373
317,malatya,38.5,38.0,-3.97,100,100,0.0,TR,1675539522
318,wexford,52.3342,-6.4575,7.9,88,100,4.47,IE,1675539523
319,varzob,38.7737,68.8178,2.85,58,100,4.64,TJ,1675539523
320,malanje,-9.5402,16.341,17.53,96,100,1.41,AO,1675539523
321,minggang,32.4586,114.0486,4.07,65,58,2.03,CN,1675539524
322,choix,26.7092,-108.3219,31.87,15,2,2.2,MX,1675539524
323,khatanga,71.9667,102.5,-38.73,100,54,2.19,RU,1675539312
324,manta,-0.95,-80.7333,28.88,70,40,4.12,EC,1675539524
325,hualmay,-11.0964,-77.6139,24.87,71,89,4.17,PE,1675539524
326,pabna,24.0,89.25,16.36,46,43,2.55,BD,1675539525
327,kisangani,0.5167,25.2,23.9,47,17,1.21,CD,1675539525
328,ogaminana,7.5946,6.2248,30.48,20,48,0.61,NG,1675539525
329,zhangye,38.9342,100.4517,-3.51,46,10,1.02,CN,1675539526
330,sitka,57.0531,-135.33,0.94,86,100,2.06,US,1675539526
331,wentzville,38.8114,-90.8529,11.79,41,100,4.47,US,1675539503
332,inhambane,-23.865,35.3833,24.62,86,10,3.73,MZ,1675539351
333,lakes entrance,-37.8811,147.981,12.87,81,45,5.63,AU,1675539527
334,richards bay,-28.783,32.0377,22.3,89,7,1.13,ZA,1675539346
335,atar,20.5169,-13.0499,18.65,16,99,5.65,MR,1675539527
336,hamilton,39.1834,-84.5333,7.72,39,0,8.23,US,1675539282
337,mogadishu,2.0371,45.3438,24.84,75,10,9.99,SO,1675539527
338,bida,9.0833,6.0167,31.36,15,17,0.86,NG,1675539528
339,tsaratanana,-16.7833,47.65,23.72,87,97,1.17,MG,1675539528
340,singapore,1.2897,103.8501,25.58,94,75,2.06,SG,1675539400
341,gamba,-2.65,10.0,25.48,86,97,1.09,GA,1675539529
342,lavrentiya,65.5833,-171.0,-25.35,95,96,3.12,RU,1675539312
343,sohag,26.557,31.6948,11.16,45,34,2.53,EG,1675539529
344,aborlan,9.4352,118.5492,24.61,89,100,3.51,PH,1675539530
345,santa cecilia,-26.9608,-50.4269,23.69,51,100,3.11,BR,1675539530
346,nara,34.6851,135.8049,3.05,48,4,1.62,JP,1675539530
347,popondetta,-8.7537,148.2534,23.27,95,100,0.93,PG,1675539531
348,inyonga,-6.7167,32.0667,18.16,90,100,0.59,TZ,1675539531
349,constitucion,-35.3333,-72.4167,20.15,74,43,3.34,CL,1675539531
350,vila franca do campo,37.7167,-25.4333,15.23,84,5,2.44,PT,1675539531
351,chimbote,-9.0853,-78.5783,24.63,69,100,4.33,PE,1675539532
352,qiongshan,20.0058,110.3542,20.99,100,75,3.0,CN,1675539532
353,linqiong,30.4159,103.4609,11.9,67,100,1.17,CN,1675539532
354,celle,52.6226,10.0805,3.06,90,35,1.03,DE,1675539533
355,fortuna,40.5982,-124.1573,14.96,60,100,4.47,US,1675539533
356,egvekinot,66.3167,-179.1667,-33.81,88,14,6.2,RU,1675539533
357,iqaluit,63.7506,-68.5145,-35.15,66,20,8.75,CA,1675539049
358,petropavlovsk-kamchatskiy,53.0452,158.6483,-17.67,71,0,3.0,RU,1675539094
359,ewa beach,21.3156,-158.0072,22.27,86,100,6.17,US,1675539534
360,katsuura,35.1333,140.3,6.94,70,4,5.26,JP,1675539357
361,nyamuswa,-1.9,34.0167,19.8,59,100,0.95,TZ,1675539534
362,marzuq,14.4,46.4667,17.93,72,18,1.72,YE,1675539293
363,evensk,61.95,159.2333,-19.25,82,100,3.73,RU,1675539359
364,pangai,-19.8,-174.35,27.04,76,88,10.59,TO,1675539441
365,juruti,-2.1522,-56.0922,30.18,60,94,1.99,BR,1675539535
366,kalmunai,7.4167,81.8167,24.32,90,97,3.33,LK,1675539535
367,komsomolskiy,40.4272,71.7189,4.4,87,100,3.09,UZ,1675539464
368,komyshnya,50.1859,33.684,-3.19,93,100,4.6,UA,1675539536
369,mitsamiouli,-11.3847,43.2844,27.36,74,98,1.11,KM,1675539536
370,lucapa,-8.4192,20.7447,17.01,98,100,1.13,AO,1675539536
371,kaitangata,-46.2817,169.8464,21.48,68,100,2.5,NZ,1675539536
372,klaksvik,62.2266,-6.589,4.51,62,12,13.79,FO,1675539345
373,mount gambier,-37.8333,140.7667,13.35,84,100,1.38,AU,1675539119
374,wanlaweyn,2.6185,44.8938,23.7,67,36,6.76,SO,1675539537
375,las vegas,36.175,-115.1372,17.56,30,0,2.57,US,1675539378
376,leningradskiy,69.3833,178.4167,-32.4,99,100,2.09,RU,1675539537
377,haines junction,60.7522,-137.5108,-11.03,73,100,1.54,CA,1675539538
378,qasigiannguit,68.8193,-51.1922,-17.86,99,100,3.2,GL,1675539538
379,lappeenranta,61.0587,28.1887,-10.97,92,0,3.09,FI,1675539538
380,havre-saint-pierre,50.2334,-63.5986,-14.0,60,100,10.29,CA,1675539539
381,novobiryusinskiy,56.9578,97.7076,-22.8,100,100,1.12,RU,1675539539
382,katobu,-4.9408,122.5276,23.44,94,100,1.5,ID,1675539539
383,kavaratti,10.5669,72.642,27.42,67,99,2.59,IN,1675539539
384,mana,5.6592,-53.7767,25.24,88,100,6.08,GF,1675539540
385,khromtau,50.2503,58.4347,-19.79,94,59,4.53,KZ,1675539540
386,koslan,63.4564,48.8989,-19.45,100,100,1.01,RU,1675539540
387,alma,48.5501,-71.6491,-23.28,72,53,1.35,CA,1675539311
388,hovd,48.0056,91.6419,-14.97,80,50,0.7,MN,1675539541
389,viking,53.1001,-111.7684,4.07,96,84,2.95,CA,1675539541
390,zlitan,32.4674,14.5687,14.56,69,16,2.21,LY,1675539541
391,teya,60.3778,92.6267,-10.13,97,100,1.57,RU,1675539542
392,nizhniy kuranakh,58.8353,125.4869,-24.63,100,100,0.65,RU,1675539458
393,kaz,52.9113,87.3105,-17.19,100,100,0.96,RU,1675539542
394,salamiyah,35.0113,37.0532,6.14,80,100,0.53,SY,1675539543
395,rio grande,-32.035,-52.0986,31.06,57,0,7.53,BR,1675539543
396,hun,29.1268,15.9477,12.96,38,75,4.19,LY,1675539543
397,olinda,-8.0089,-34.8553,28.85,70,40,6.17,BR,1675538990
398,tukrah,32.5341,20.5791,13.18,65,0,5.31,LY,1675539298
399,teguldet,57.3064,88.1667,-22.46,100,100,0.36,RU,1675539544
400,asfi,32.2994,-9.2372,14.21,72,0,2.26,MA,1675539545
401,bay saint louis,30.3088,-89.33,15.04,51,0,5.14,US,1675539545
402,belogorsk,50.9158,128.4611,-23.39,100,95,1.87,RU,1675539545
403,muborak,39.2553,65.1528,5.14,71,92,4.16,UZ,1675539546
404,bykovo,55.6361,38.0803,0.31,100,100,2.0,RU,1675539546
405,kodinsk,58.6881,99.1844,-15.77,98,99,1.27,RU,1675539547
406,pingyi,35.5006,117.6308,0.38,63,0,2.35,CN,1675539547
407,shestakovo,56.4915,103.96,-19.21,100,100,1.5,RU,1675539547
408,antigonish,45.6169,-61.9986,-16.21,78,100,5.36,CA,1675539548
409,liverpool,53.4106,-2.9779,10.05,89,100,7.72,GB,1675539419
410,gladstone,-23.85,151.25,25.96,89,100,2.06,AU,1675539548
411,new bedford,41.6362,-70.9342,-9.03,31,0,6.71,US,1675539549
412,kizner,56.2749,51.508,-10.3,97,100,1.09,RU,1675539549
413,kununurra,-15.7667,128.7333,23.99,94,40,0.0,AU,1675539254
414,srednekolymsk,67.45,153.6833,-35.13,100,100,1.26,RU,1675539549
415,nueva helvecia,-34.3,-57.2333,25.33,38,0,5.35,UY,1675539550
416,rustam,27.969,68.8048,15.97,22,5,1.4,PK,1675539550
417,newtownards,54.5924,-5.6909,6.97,72,2,2.06,GB,1675539552
418,sangar,63.9242,127.4739,-30.9,99,100,0.52,RU,1675539553
419,hobyo,5.3505,48.5268,24.16,72,59,7.95,SO,1675539553
420,may pen,17.9645,-77.2451,27.56,53,29,5.64,JM,1675539554
421,pokaran,26.9167,71.9167,18.41,23,0,1.41,IN,1675539554
422,natchez,31.5604,-91.4032,16.25,37,0,3.6,US,1675539554
423,lorengau,-2.0226,147.2712,27.15,73,100,1.87,PG,1675539293
424,sao joao da barra,-21.6403,-41.0511,32.05,83,7,6.26,BR,1675539344
425,waipawa,-41.4122,175.5153,20.39,77,10,3.0,NZ,1675539555
426,mpongwe,-13.5091,28.155,18.07,95,89,1.42,ZM,1675539555
427,shambu,9.5667,37.1,13.8,29,25,0.28,ET,1675539556
428,parana,-31.732,-60.5238,31.43,38,0,4.43,AR,1675539327
429,presidencia roque saenz pena,-26.7852,-60.4388,35.03,20,53,4.58,AR,1675539556
430,blagoveshchenka,52.8333,79.8667,-23.35,100,74,1.7,RU,1675539557
431,beloha,-25.1667,45.05,23.14,82,100,7.01,MG,1675539557
432,champerico,14.3,-91.9167,32.3,59,2,5.58,GT,1675539557
433,paracuru,-3.41,-39.0306,27.84,74,84,5.19,BR,1675539558
434,registro,-24.4875,-47.8436,33.2,47,96,3.48,BR,1675539558
435,olenino,56.2092,33.4889,-5.26,92,100,2.33,RU,1675539559
436,santa maria,-29.6842,-53.8069,27.61,47,75,4.12,BR,1675539543
437,ribeira brava,32.65,-17.0667,17.62,66,25,4.99,PT,1675539559
438,maumee,41.5628,-83.6538,2.86,49,0,8.75,US,1675539301
439,trinidad,-14.8333,-64.9,27.99,74,75,2.06,BO,1675539560
440,bullhead city,35.1478,-114.5683,19.29,29,20,5.66,US,1675539560
441,kericho,-0.3677,35.2831,13.18,58,80,1.94,KE,1675539561
442,nyurba,63.2842,118.3319,-46.79,100,100,0.78,RU,1675539561
443,bhimunipatnam,17.8833,83.4333,18.73,73,1,1.0,IN,1675539561
444,lolodorf,3.2333,10.7333,23.26,92,35,1.76,CM,1675539562
445,puri,19.8,85.85,20.29,61,5,2.33,IN,1675539562
446,tecolutla,20.4833,-97.0167,22.92,63,69,4.67,MX,1675539408
447,hirara,24.8,125.2833,20.42,71,63,6.41,JP,1675539562
448,hvide sande,56.0045,8.1294,0.61,85,84,8.04,DK,1675539563
449,wana,32.2989,69.5725,7.98,39,2,2.05,PK,1675539563
450,antsohihy,-14.8796,47.9875,23.88,95,86,0.62,MG,1675539564
451,poronaysk,49.2167,143.1167,-27.23,97,17,1.34,RU,1675539564
452,maumere,-8.6199,122.2111,25.55,85,100,1.3,ID,1675539565
453,jacareacanga,-6.2222,-57.7528,28.6,76,81,1.03,BR,1675539565
454,nagato,34.3833,131.2,4.19,59,10,1.82,JP,1675539566
455,sidi ali,36.0998,0.4206,8.81,77,0,0.69,DZ,1675539566
456,rawson,-43.3002,-65.1023,32.81,26,21,5.49,AR,1675539304
457,port lincoln,-34.7333,135.8667,15.07,80,43,1.72,AU,1675539566
458,uthal,25.8072,66.6219,19.71,79,0,2.1,PK,1675539567
459,zambezi,-13.5432,23.1047,19.11,97,100,2.2,ZM,1675539567
460,tonantins,-2.8731,-67.8022,26.57,93,100,0.53,BR,1675539567
461,dwarka,22.2394,68.9678,20.73,62,74,4.16,IN,1675539568
462,anadyr,64.75,177.4833,-29.72,76,0,4.0,RU,1675539568
463,camacha,33.0833,-16.3333,14.68,63,40,7.2,PT,1675539568
464,tiznit,29.5833,-9.5,11.12,48,6,0.56,MA,1675539569
465,roebourne,-20.7833,117.1333,31.37,49,88,2.31,AU,1675539569
466,nome,64.5011,-165.4064,-12.96,78,100,2.57,US,1675539214
467,kayes,14.0,-11.0,28.48,11,50,3.87,ML,1675539311
468,sinnamary,5.3833,-52.95,25.23,88,100,6.97,GF,1675539305
469,sibu,2.3,111.8167,24.17,100,40,2.06,MY,1675539570
470,meulaboh,4.1363,96.1285,23.87,88,96,1.68,ID,1675539293
471,zhezkazgan,47.8043,67.7144,-10.32,98,100,1.75,KZ,1675539396
472,pangnirtung,66.1451,-65.7125,-37.0,67,0,1.03,CA,1675539570
473,pinyug,60.251,47.7842,-10.67,98,100,1.36,RU,1675539571
474,maningrida,-12.0667,134.2667,24.48,90,91,1.25,AU,1675539571
475,cortez,37.3489,-108.5859,7.61,44,0,2.57,US,1675539571
476,la ronge,55.1001,-105.2842,-12.86,78,100,1.03,CA,1675539572
477,kampot,10.6167,104.1833,22.03,75,32,0.72,KH,1675539572
478,karratha,-20.7377,116.8463,31.17,48,76,4.64,AU,1675539572
479,yurty,56.0498,97.6348,-17.94,99,100,0.93,RU,1675539573
480,jaboticabal,-21.2547,-48.3222,24.54,89,100,2.2,BR,1675539573
481,ucluelet,48.9329,-125.5528,9.17,93,100,1.79,CA,1675539574
482,tokur,53.1333,132.9,-26.25,99,100,0.74,RU,1675539575
483,dingle,10.9995,122.6711,23.63,94,99,4.1,PH,1675539575
484,kuching,1.55,110.3333,26.13,91,40,1.03,MY,1675539575
485,sur,22.5667,59.5289,21.38,69,0,1.86,OM,1675539322
486,grand bank,47.0999,-55.765,-15.0,89,100,17.54,CA,1675539576
487,agaro,7.85,36.65,17.67,32,9,1.34,ET,1675539576
488,baoqing,46.3317,132.2111,-14.3,95,100,2.05,CN,1675539576
489,maragogi,-9.0122,-35.2225,27.22,74,36,4.0,BR,1675539577
490,teknaf,20.8624,92.3058,16.89,60,41,4.27,BD,1675539577
491,hit,33.6416,42.8251,11.72,48,46,3.71,IQ,1675539086
492,halifax,44.6453,-63.5724,-13.21,68,99,14.92,CA,1675539115
493,bilma,18.6853,12.9164,23.76,14,28,2.55,NE,1675539578
494,san quintin,30.4833,-115.95,18.49,50,0,4.22,MX,1675539343
495,kanniyakumari,8.0833,77.5667,25.06,85,82,7.37,IN,1675539578
496,rio branco do sul,-25.19,-49.3142,22.97,98,81,2.07,BR,1675539578
497,biak,-0.9131,122.8766,24.07,84,100,1.36,ID,1675539579
498,burnie,-41.0667,145.9167,12.36,77,6,4.55,AU,1675539579
499,kindersley,51.4668,-109.1682,-2.99,80,75,2.57,CA,1675539579
500,nguru,12.8791,10.4526,25.87,16,23,4.76,NG,1675539579
501,takhtamygda,54.1,123.5667,-30.88,99,93,0.59,RU,1675539580
502,laramie,41.3114,-105.5911,4.74,47,0,14.92,US,1675538999
503,kutum,14.2,24.6667,18.3,15,100,3.89,SD,1675539580
504,kovdor,67.5662,30.4758,-14.57,96,100,2.28,RU,1675539580
505,gazli,40.1333,63.45,3.52,73,1,2.1,UZ,1675539581
506,kudahuvadhoo,2.6708,72.8944,26.45,68,98,3.14,MV,1675539581
507,yulara,-25.2406,130.9889,18.98,32,0,4.7,AU,1675539320
508,coihaique,-45.5752,-72.0662,28.97,32,20,4.63,CL,1675539581
509,badhni kalan,30.6833,75.2833,12.28,62,0,2.52,IN,1675539582
510,uvalde,29.3669,-99.767,8.55,100,100,0.0,US,1675539582
511,mareeba,-17.0,145.4333,24.13,97,100,0.98,AU,1675539582
512,bud,39.447,-86.1758,7.64,42,74,7.76,US,1675539583
513,monte alegre,-2.0078,-54.0692,29.25,65,99,1.72,BR,1675539530
514,ambikapur,23.1167,83.2,11.75,36,6,0.81,IN,1675539583
515,leshukonskoye,64.8989,45.7622,-21.62,100,96,1.28,RU,1675539583
516,moranbah,-22.0016,148.0466,23.39,90,85,4.29,AU,1675539584
517,guerrero negro,27.9769,-114.0611,20.87,35,0,4.19,MX,1675539350
518,vanavara,60.34,102.2797,-19.71,100,99,1.17,RU,1675539584
519,sakakah,29.9697,40.2064,9.76,50,0,3.34,SA,1675539404
520,tilichiki,60.4667,166.1,-27.83,98,45,3.75,RU,1675539349
521,neyshabur,36.2133,58.7958,3.95,40,6,1.62,IR,1675539584
522,plouzane,48.3833,-4.6167,7.18,76,100,2.06,FR,1675539585
523,coquimbo,-29.9533,-71.3436,22.85,64,40,4.63,CL,1675539196
524,sabha,27.0377,14.4283,14.35,30,81,3.49,LY,1675539585
525,mangrol,21.1167,70.1167,21.09,38,6,3.17,IN,1675539585
526,sterling,39.0062,-77.4286,0.7,31,20,6.17,US,1675539586
527,umm lajj,25.0213,37.2685,19.68,52,9,4.18,SA,1675539515
528,yinchuan,38.4681,106.2731,-1.72,30,0,0.78,CN,1675539361
529,slave lake,55.2834,-114.769,1.99,93,75,1.03,CA,1675539586
530,thaba-tseka,-29.522,28.6084,13.01,63,11,1.23,LS,1675539586
531,sungaipenuh,-2.0833,101.3833,17.98,99,100,0.24,ID,1675539587
532,loralai,30.3705,68.598,9.94,33,0,1.54,PK,1675539587
533,veraval,20.9,70.3667,21.76,42,21,2.38,IN,1675539555
534,xining,36.6167,101.7667,-1.95,35,29,0.8,CN,1675539398
535,pyatnitskoye,50.4233,37.8273,-3.45,96,93,3.21,RU,1675539588
536,ostrovnoy,68.0531,39.5131,-10.8,85,99,4.73,RU,1675539588
537,grand gaube,-20.0064,57.6608,26.32,77,99,1.34,MU,1675539588
538,chara,56.9064,118.2631,-23.33,79,97,1.18,RU,1675539588
539,nizhniy tsasuchey,50.5167,115.1333,-22.85,98,11,1.87,RU,1675539589
540,fabriano,43.3406,12.9073,8.52,62,71,6.78,IT,1675539589
541,carutapera,-1.195,-46.02,25.54,92,100,4.17,BR,1675539592
542,basco,20.4487,121.9702,23.83,79,21,10.1,PH,1675539592
543,kaeo,-35.1,173.7833,21.85,90,93,3.17,NZ,1675539592
544,saint-augustin,51.226,-58.6502,-12.78,73,81,11.2,CA,1675539327
545,aden,12.7794,45.0367,24.01,73,11,2.92,YE,1675539593
546,muros,42.7762,-9.0603,10.47,76,1,4.22,ES,1675539497
547,haskovo,41.9403,25.5694,4.03,76,100,4.75,BG,1675539593
548,ust-nera,64.5667,143.2,-35.22,100,100,0.91,RU,1675539593
549,gwadar,25.1216,62.3254,21.77,79,0,5.99,PK,1675539594
550,dengzhou,37.8086,120.7508,1.09,49,0,3.7,CN,1675539594
551,mandan,46.8267,-100.8896,6.01,62,0,10.29,US,1675539594
552,uyo,5.0333,7.9266,27.25,78,97,2.94,NG,1675539595
553,beruwala,6.4788,79.9828,24.1,90,19,2.35,LK,1675539595
554,itarema,-2.9248,-39.9167,27.5,76,41,6.69,BR,1675539595
555,turayf,31.6725,38.6637,7.14,70,0,4.12,SA,1675539596
556,rio gallegos,-51.6226,-69.2181,17.03,63,75,6.17,AR,1675539597
557,yingkou,40.6648,122.2283,-2.83,57,2,5.37,CN,1675539577
558,harper,4.375,-7.7169,26.94,82,8,4.23,LR,1675539598
559,beatrice,40.2681,-96.747,10.66,57,0,6.17,US,1675539599
560,duku,11.2361,4.9073,29.85,9,7,2.93,NG,1675539599
561,nizwa,22.9333,57.5333,21.52,55,0,0.51,OM,1675539600
562,kholtoson,50.2981,103.3097,-19.06,95,100,0.91,RU,1675539600
563,gaoual,11.75,-13.2,30.66,16,50,1.92,GN,1675539600
